serum,virus,replicate,concentration,fraction infectivity,input_folder,experiment_rep
Suptavumab,RSV B 2024,2,0.54,0.850503873,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,2,0.16,0.972432748,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,2,0.04,0.997917881,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,1,1000,0.00054464,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,1,285.71,0.00222218,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,1,81.63,0.00371145,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,1,23.32,0.04331831,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,1,6.66,0.37511271,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,1,1.9,0.78809739,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,1,0.54,1.11235347,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,1,0.16,1.20757439,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,1,0.04,1.30495942,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,2,1000,0.0000585,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,2,285.71,0.00010182,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,2,81.63,0.00023405,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,2,23.32,0.04688909,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,2,6.66,0.33814247,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,2,1.9,0.75022543,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,2,0.54,0.9128945,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,2,0.16,1.02542831,24.09.26_mAb2,mAb_2
Suptavumab,RSV B1,2,0.04,1.09071235,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,1,1000,0.00003372,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,1,285.71,0.00006069,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,1,81.63,0.00012048,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,1,23.32,0.00390586,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,1,6.66,0.09349679,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,1,1.9,0.3236397,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,1,0.54,0.71705782,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,1,0.16,0.96879507,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,1,0.04,1.05178969,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,2,1000,0.00005369,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,2,285.71,0.0000699,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,2,81.63,0.00026078,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,2,23.32,0.00034504,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,2,6.66,0.09251344,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,2,1.9,0.30991215,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,2,0.54,0.60141602,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,2,0.16,0.84528648,24.09.26_mAb2,mAb_2
Suptavumab,RSV Long,2,0.04,0.85629999,24.09.26_mAb2,mAb_2
Suptavumab,VSV,1,1000,1.18639961,24.09.26_mAb2,mAb_2
Suptavumab,VSV,1,285.71,1.16523986,24.09.26_mAb2,mAb_2
Suptavumab,VSV,1,81.63,1.1381037,24.09.26_mAb2,mAb_2
Suptavumab,VSV,1,23.32,1.10983686,24.09.26_mAb2,mAb_2
Suptavumab,VSV,1,6.66,1.14472622,24.09.26_mAb2,mAb_2
Suptavumab,VSV,1,1.9,1.12001292,24.09.26_mAb2,mAb_2
Suptavumab,VSV,1,0.54,1.04377322,24.09.26_mAb2,mAb_2
Suptavumab,VSV,1,0.16,1.16620901,24.09.26_mAb2,mAb_2
Suptavumab,VSV,1,0.04,1.06574059,24.09.26_mAb2,mAb_2
Suptavumab,VSV,2,1000,1.18898401,24.09.26_mAb2,mAb_2
Suptavumab,VSV,2,285.71,1.00694557,24.09.26_mAb2,mAb_2
Suptavumab,VSV,2,81.63,1.09885317,24.09.26_mAb2,mAb_2
Suptavumab,VSV,2,23.32,1.11839767,24.09.26_mAb2,mAb_2
Suptavumab,VSV,2,6.66,1.15005653,24.09.26_mAb2,mAb_2
Suptavumab,VSV,2,1.9,1.1381037,24.09.26_mAb2,mAb_2
Suptavumab,VSV,2,0.54,1.12647391,24.09.26_mAb2,mAb_2
Suptavumab,VSV,2,0.16,1.06800194,24.09.26_mAb2,mAb_2
Suptavumab,VSV,2,0.04,1.17509288,24.09.26_mAb2,mAb_2
